SiND Event ID,Date,Country,Country ISO,Admin 1,Latitude,Longitude,Event Description,Reported Perpetrator,Reported Perpetrator Name,Aid Workers Killed,Aid Workers Injured,Aid Workers Kidnapped,Aid Workers Arrested,Sector Affected,Launch Type,Type of SV,Survivor Or Victim Sex,Adult or Minor ,dataset
24815,2020-06-11,Mali,MLI,Ségou Region,14.6,-6.0,"June 2020: Three INGO aid workers were kidnapped by an unspecified armed group, allegedly because one the aid workers - a woman - was not complying with the dress code imposed by the armed group. Two aid workers were released and the whereabouts of the third remains unknown. ",NSA,Unidentified armed actor,0.0,0.0,3.0,0.0,[],[],,,,['aid_workers']
24816,2020-06-16,Mali,MLI,Gao,15.1,0.6,June 2020: A vehicle carrying an unspecified number of LNGO aid workers was ambushed by gunmen. A driver was kidnapped and their vehicle taken.,NSA,Unidentified armed actor,0.0,0.0,1.0,0.0,[],[],,,,['aid_workers']
24817,2020-06-20,Mali,MLI,Mopti,14.0,-3.0,"June 2020: An INGO team aboard two rental vehicles were robbed by armed men. The robbers released the female staff before removing the male staff, the drivers and the two cars.",NSA,Unidentified armed actor,0.0,0.0,3.0,0.0,[],[],,,,['aid_workers']
24818,2020-06-24,Niger,NER,Tillabéri Region,13.3,1.2,June 2020: Ten Nigerian LNGO aid workers  were kidnapped by suspected jihadists during a food distribution activity. All 10 were reportedly released on 1 July. ,NSA,Unidentified armed actor,0.0,0.0,10.0,0.0,[],[],,,,['aid_workers']
24819,2020-06-14,Somalia,SOM,Sanaag,10.3,47.5,June 2020: An INGO driver in a rented vehicle was shot dead in a hijacking by gunmen.,NSA,Unidentified armed actor,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
24826,2020-06-28,South Sudan,SSD,Lakes,6.6,29.6,June 2020: A driver of was killed after an INGO ambulance carrying an injured patient was shot at by unidentified perpetrators.,No Information,Unidentified armed actor,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
24827,2020-06-21,Iran,IRN,No Information,,,"June 2020: Three LNGO aid workers were arrested by police accusing them of insulting the leader of the revolution and the founder of the Islamic republic, and of acting against national security. ",Police,Law Enforcement Forces of Islamic Republic of Iran,0.0,0.0,0.0,3.0,[],[],,,,['aid_workers']
24829,2020-01-07T00:00:00.000Z,Myanmar,MMR,Rakhine,20.8,92.5,January 2020: An artillery explosion killed four schoolchildren and injured six others.,Other,Myanmar Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24833,2020-02-13T00:00:00.000Z,Myanmar,MMR,Rakhine,20.8,92.5,"February 2020: Artillery fire of unidentified origin hit a post-primary school, injuring 19 students.  ",NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24836,2020-02-02T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.8,36.8,February 2020: A high school for girls and a market were damaged by missiles fired by Syrian regime warplanes nearby.,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24871,2020-02-07T00:00:00.000Z,Yemen,YEM,Al Hudaydah Governorate,14.8,42.9,February 2020: A school was hit by artillery shells of unidentified origin ,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24872,2020-02-25T00:00:00.000Z,Yemen,YEM,Marib Governorate,15.4,45.3,February 2020: A school was destructed by explosives of unidentified origin ,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Unspecified Launch Method'],,,,['weapons']
24874,2020-06-22,Syria,SYR,Idlib Governorate,36.3,36.6,June 2020: An LNGO aid worker was kidnapped from his home by 15 HTS militants. He was released just under a month later.,NSA,Tahrir al-Sham,0.0,0.0,1.0,0.0,[],[],,,,['aid_workers']
24883,2020-02-03T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.1,36.8,February 2020: A school for boys was partially destroyed by missiles fired by suspected Russian warplanes nearby.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24884,2020-02-03T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.7,February 2020: A girls high school was partially destroyed and furniture was damaged by missiles fired by Russian warplanes.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24885,2020-02-03T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.2,37.0,"February 2020: A kindergarten was partially destroyed, and its furniture damaged, by missiles fired by suspected Russian warplanes.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24886,2020-02-04T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.5,36.8,"February 2020: A school was shelled by Syrian Democratic Forces while an educational course took place inside, partially destroying the building and damaging furniture. Eight children were injured.",NSA,Syrian Democratic Forces,0.0,0.0,0.0,0.0,['Education'],['Unspecified Launch Method'],,,,['weapons']
24887,2020-02-06T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.2,37.0,February 2020: A secondary school was damaged by shelling fired by Syrian regime artillery.,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24888,2020-02-09T00:00:00.000Z,Syria,SYR,Idlib Governorate,36.0,36.8,February 2020: A school was damaged by missiles fired by Syrian and Russian warplanes.,Other,Syrian or Russian Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24889,2020-02-09T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.0,36.8,"February 2020: A primary school was partially destroyed, and its furniture damaged, by missiles fired by suspected Russian warplanes.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24890,2020-02-11T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.1,36.9,"February 2020: A primary school was partially destroyed, and its furniture damaged, by missiles fired by suspected Russian warplanes.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24891,2020-06-08,Nigeria,NGA,Borno State,11.8,13.1,June 2020: Three food aid INGO workers were kidnapped by ISWAP or Boko Haram while in transit. They were all executed the following month. ,NSA,Boko Haram,3.0,0.0,3.0,0.0,[],[],,,,['aid_workers']
24893,2020-02-20T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.7,36.4,February 2020: A primary school and its furniture were damaged by missiles fired by suspected Russian warplanes nearby.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24895,2020-02-23T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.6,36.5,February 2020: A school was damaged by shells fired by Syrian regime forces missile launcher.,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24897,2020-02-25T00:00:00.000Z,Syria,SYR,Idlib Governorate,36.0,36.6,February 2020: A school was partially damaged by missiles fired by Syrian regime warplanes.,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24898,2020-02-25T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.2,36.8,February 2020: A school was damaged by artillery fired by Syrian regime forces.,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24899,2020-02-25T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.6,"February 2020: A school was shelled with cluster munitions fired by Syrian regime forces, wounding a male educator who died two days later. Two other educators were also killed.",Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Unspecified Launch Method'],,,,['weapons']
24933,2020-01-01T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.7,January 2020: A educator and six students were killed with a missile loaded with cluster munitions  at a school by Syrian regime forces,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24944,2020-07-21,Mali,MLI,Mopti,15.1,-2.6,July 2020: A Malian LNGO aid worker was reportedly kidnapped by unknown perpetrators while traveling.,No Information,Unidentified armed actor,0.0,0.0,1.0,0.0,[],[],,,,['aid_workers']
24945,2020-07-22,South Sudan,SSD,Eastern Equatoria,4.7,33.5,July 2020: A UN agency convoy was ambushed by unidentified perpetrators in an armed robbery. One aid worker sustained gunshot injurie.,No Information,Unidentified armed actor,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
24950,2020-05-19,Mexico,MEX,Cuauhtémoc,19.4,-99.1,May 2020: 13 INGO aid workers working on COVID-19 relief were subject to a virtual kidnapping.,No Information,Unidentified armed actor,0.0,0.0,0.0,13.0,[],[],,,,['aid_workers']
24953,2020-01-05T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.8,36.6,January 2020: A school was damaged by missiles fired by Syrian regime warplanes ,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24954,2020-01-10T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.6,January 2020: School was damaged by barrel bombs dropped by Syrian regime military helicopters,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24955,2020-01-12T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.1,37.1,January 2020: A Private University was damaged by a rocket shell of unknown origin,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24960,2020-02-16,CAR,CAF,Vakaga,10.2,22.7,February 2020: An LNGO aid worker was killed by unidentified perpetrators.,No Information,Unidentified armed actor,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
24961,2020-02-21,DRC,COD,South Kivu,-4.1,29.0,February 2020: Three INGO aid worker were reportedly ambushed and kidnapped by unidentified perpetrators while travelling to a field mission. A driver was released at the scene. ,No Information,Unidentified armed actor,0.0,0.0,3.0,0.0,[],[],,,,['aid_workers']
24962,2020-03-22,Afghanistan,AFG,Kunar Province,34.9,71.1,March 2020: Five LNGO health workers were kidnapped by the Taliban. They were released after two days following mediation by tribal chiefs. ,NSA,Taliban,0.0,0.0,5.0,0.0,[],[],,,,['aid_workers']
24963,2020-02-25,South Sudan,SSD,Jonglei,6.0,31.5,February 2020: An INGO medical clerk was shot and killed at his clinic by a community members from the Pakam community in a suspected revenge killing. The drug store and food items were destroyed. ,NSA,Dinka,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
24964,2020-03-01,CAR,CAF,Bamingui-Bangoran,8.4,20.6,March 2020: Two LNGO aid workers were hit with stray bullets during clashes between unidentified perpetrators. One aid worker was killed and the other injured. ,No Information,Unidentified armed actor,1.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
24968,2020-01-15T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.8,36.6,January 2020: A school was damaged by missiles fired by Syrian regime warplanes,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24969,2020-01-23T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.6,January 2020: School building was damaged by missiles fired by Syrian regime warplanes,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24970,2020-01-28T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.1,37.1,January 2020: A school was partially destroyed by missiles fired by Russian regime warplanes,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24971,2020-01-28T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.6,January 2020: A school was severely destroyed by  bomb dropped  by Syrian regime forces helicopters,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24972,2020-01-12T00:00:00.000Z,Yemen,YEM,Ta'izz Governorate,13.5,44.0,January 2020: A child was killed by artillery shells of unidentified origin which hit the vicinity of an educational complex,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24980,2020-04-18T00:00:00.000Z,Yemen,YEM,Al Hudaydah Governorate,14.7,42.9,April 2020: A University was hit by artillery shells of unidentified original,Foreign Forces: Military,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24990,2020-07-18,South Sudan,SSD,Western Bahr el Ghazal State,7.6,28.1,July 2020: A South Sudanese LNGO aid worker travelling in a private vehicle was kidnapped along with eight civilians by an armed group.,NSA,Unidentified armed actor,0.0,0.0,1.0,0.0,[],[],,,,['aid_workers']
24991,2020-07-20,South Sudan,SSD,Unity,9.1,29.7,July 2020: A UN South Sudanese aid worker was walking back from the market when he was assaulted and injured in a robbery attempt. ,No Information,Unidentified armed actor,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
24995,2020-03-01T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.6,March 2020: A school building was damaged by artillery shells fired by Syrian regime,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
24996,2020-03-02T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.6,March 2020: A school building was damaged by missiles from Russian warplanes,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
24998,2020-07-09,Cameroon,CMR,Southwest,4.6,9.4,July 2020: An INGO aid worker was kidnapped and killed. An Ambazonian separatist group initially claimed responsibility before the political branch of the independence movement denounced the claim while in exile.,NSA,Interim Government of Ambazonia,1.0,0.0,1.0,0.0,[],[],,,,['aid_workers']
24999,2020-07-06,Mali,MLI,Gao,15.6,0.5,July 2020: Two INGO aid workers were kidnapped by two gunmen. Both were released on July 9.  ,NSA,Unidentified armed actor,0.0,0.0,2.0,0.0,[],[],,,,['aid_workers']
25004,2020-03-17T00:00:00.000Z,Yemen,YEM,Marib Governorate,15.4,45.3,March 2020: Two adults were injured and the school damaged after being hit by a missile,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
25007,2020-07-02,South Sudan,SSD,Jonglei,7.4,31.5,July 2020: A male LNGO aid worker was reportedly killed in a cattle raid while grazing their cattle.  ,Criminal,Criminal,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
25008,2020-07-13,South Sudan,SSD,Jonglei,7.7,31.3,July 2020: Two INGO aid workers and four cvilians killed by an armed group who attacked an area where INGO staff were providing healthcare and nutrition services to community members.,NSA,Unidentified armed actor,2.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
25009,2020-07-04,Libya,LBY,Tripoli,32.8,13.2,"July 2020: Two male LNGO deminers were killed whilst clearing mines and improvised explosive devices (IEDs) in residential areas, reportedly planted by the Libyan National Army. The pair had been attempting to render an anti-personnel mine safe when it exploded.",NSA,Libyan National Army,2.0,0.0,0.0,0.0,['Aid Operations'],['Directly-Emplaced'],,,,"['weapons', 'aid_workers']"
25010,2020-07-05,Yemen,YEM,Hajjah Governorate,15.6,43.6,July 2020: Two Yemeni UNICEF aid workers were kidnapped by Houthi forces.,NSA,Shia al-Houthi rebels,0.0,0.0,2.0,0.0,[],[],,,,['aid_workers']
25021,2020-05-12T00:00:00.000Z,Yemen,YEM,Hajjah Governorate,16.1,43.0,May 2020: A school was hit by airstrikes in Midi district,Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
25050,2020-07-15,Colombia,COL,Caquetá,2.0,-74.7, July 2020: In Italian UN volunteer was found dead at his residence. ,No Information,Unidentified armed actor,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
25063,2020-07-03T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.5,36.8,July 2020: Police official was killed and school damaged when an IED planted by an unidentified perpetrator exploded ,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Directly-Emplaced'],,,,['weapons']
25065,2020-07-27T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.5,July 2020: A school building was damaged when missiles and heavy artillery were shot by Syrian regime or allied forces,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
25066,2020-07-17T00:00:00.000Z,Yemen,YEM,Al Hudaydah Governorate,14.8,42.9,July 2020: An engineering faculty was hit by artillery shells. ,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
25071,2020-06-05T00:00:00.000Z,Pakistan,PAK,Khyber Pakhtunkhwa,34.7,71.5,June 2020: Two educators  were killed by a roadside bomb blast while riding a bike,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Directly-Emplaced'],,,,['weapons']
