SiND Event ID,Date,Country,Country ISO,Admin 1,Latitude,Longitude,Event Description,Reported Perpetrator,Reported Perpetrator Name,Aid Workers Killed,Aid Workers Injured,Aid Workers Kidnapped,Aid Workers Arrested,Sector Affected,Launch Type,Type of SV,Survivor Or Victim Sex,Adult or Minor ,dataset
30828,2021-12-16,DRC,COD,Kinshasa,-4.3,15.3,,Police,Congolese National Police,0.0,0.0,0.0,0.0,[],[],StrippedNaked/TornClothes,Male,"Adult, ",['crsv']
30829,2021-12-12,Somalia,SOM,Lower Shabelle,1.8,44.6,,Other,Transitional Federal Government Forces ,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
30830,2021-12-07,Madagascar,MDG,Province d’Antananarivo,-18.9,47.5,,Other,Madagascar People's Armed Forces,0.0,0.0,0.0,0.0,[],[],SexualAssault,"Female, Male","Minor, ",['crsv']
30831,2021-12-01,Nigeria,NGA,Taraba State,9.3,11.2,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30832,2021-12-02,South Africa,ZAF,Western Cape,-33.9,18.5,,Police,South African Police,0.0,0.0,0.0,0.0,[],[],Rape,Male,"Adult, ",['crsv']
30833,2021-12-05,Mozambique,MOZ,Nampula Province,-14.1,40.5,,Other,Mozambique Defence Armed Forces,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30834,2021-12-05,Brazil,BRA,North Region,-3.1,-60.0,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30835,2021-12-06,Guyana,GUY,Upper Demerara-Berbice,6.0,-58.3,,Other,Guyana Defence Force,0.0,0.0,0.0,0.0,[],[],Rape,Male,"Adult, ",['crsv']
30837,2021-02-02,China,CHN,Xinjiang,42.2,85.4,,Police,People's Police (China),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30838,2021-02-02,China,CHN,Xinjiang,42.2,85.4,,Police,People's Police (China),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30841,2021-12-23,Afghanistan,AFG,Kabul Province,34.5,69.1,December 2021: An INGO aid worker was arrested at gunpoint by Islamic Emirate of Afghanistan forces.,Host Government: Military,Islamic Emirate of Afghanistan,0.0,0.0,0.0,1.0,[],[],,,,['aid_workers']
30842,2021-12-24,Myanmar,MMR,Kayah State,19.4,97.1,"December 2021: Two male INGO aid workers went missing while returning to their office from a humanitarian mission. On 30 December, the INGO confirmed their deaths.",Host Government: Military,Myanmar Armed Forces,2.0,0.0,0.0,2.0,[],[],,,,['aid_workers']
30844,2022-01-26T00:00:00.000Z,Myanmar,MMR,Sagaing Region,22.8,95.0,January 2022: A pregnant patient was injured and their relative killed when their ambulance hit a landmine. Pro-government media accused the PDF.,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Health Care'],['Directly-Emplaced'],,,,['weapons']
30850,2021-10-24T00:00:00.000Z,Somalia,SOM,Galgaduud,5.3,45.8,"October 2021: A medical facility was hit by artillery causing minimal damage, however, operations at the medical facility were suspended.",No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
30851,2022-01-11,Myanmar,MMR,Sagaing Region,22.7,95.4,January 2022: An LNGO health worker/COVID-19 volunteer/teacher was arrested at his home by SAC forces for reportedly working as a poll supervisor during the 2020 election. ,Host Government: Military,Myanmar Armed Forces,0.0,0.0,0.0,1.0,[],[],,,,['aid_workers']
30853,2021-11-14T00:00:00.000Z,UK,GBR,England,53.3,-2.9,"November 2021: A passenger in a taxicab detonated a homemade suicide device outside a women's medical facility, killing himself and injuring the driver. Three men have since been arrested under the Terrorism Act. ",Criminal,Criminal,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
30855,2022-01-11,Syria,SYR,Al-Hasaka Governorate,36.3,41.1,January 2022: An LNGO paramedic was shot and killed inside a medical facility by ISIS members after they entered Al Hol camp with fake IDs.,NSA,Islamic State,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
30858,2022-01-20,Myanmar,MMR,Shan State,20.9,96.6,January 2022: Three LNGO volunteers and 21 civilians affiliated with the Civil Disobedience Movement were arrested by SAC forces.,Host Government: Military,Myanmar Armed Forces,0.0,0.0,0.0,3.0,[],[],,,,['aid_workers']
30860,2022-01-01,Myanmar,MMR,Bago Region,18.8,96.4,"January 2022: A volunteer CDM health worker was arrested by SAC forces and later died in detention, reportedly due to torture.",Host Government: Military,Myanmar Armed Forces,1.0,1.0,0.0,1.0,[],[],,,,['aid_workers']
30896,2022-01-09T00:00:00.000Z,Myanmar,MMR,Sagaing Region,23.1,94.0,"January 2022: The house of a female healthcare worker was bombed using three IEDs by unknown perpetrators. One exploded, the other two diffused by SAC troops.",No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Health Care'],['Directly-Emplaced'],,,,['weapons']
30909,2022-01-08T00:00:00.000Z,Myanmar,MMR,Shan State,20.4,99.8,"January 2022: The outside of a medical facility was bombed, targeting a minister. No injuries were reported. A local PDF group took responsibility for the attack. ",Other,People's Defence Force (Myanmar),0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
30911,2021-01-31,Turkey,TUR,Southeastern Anatolia Region,36.7,37.1,January 2021: An INGO aid worker was arrested following a road traffic acccident. ,Police,Turkish Police Force,0.0,0.0,0.0,1.0,[],[],,,,['aid_workers']
30912,2021-10-27,DRC,COD,South Kivu,-3.0,29.1,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
30913,2021-10-23,DRC,COD,Maniema,-4.2,27.6,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30917,2021-12-31T00:00:00.000Z,Myanmar,MMR,Mandalay,21.4,95.3,December 2021: One patient was killed in an ambulance as it was struck by a landmine. The ambulance was traveling from one town to another.,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Health Care'],['Directly-Emplaced'],,,,['weapons']
30918,2021-10-15,DRC,COD,South Kivu,-4.3,28.9,,Other,Forces Armées de la République Démocratique du Congo,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30919,2021-09-15,DRC,COD,Ituri,1.4,30.4,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
30920,2021-09-01,DRC,COD,Ituri,1.4,30.4,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
30921,2021-08-31,DRC,COD,Ituri,1.4,30.4,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
30922,2021-08-29,DRC,COD,Tanganyika,-5.0,28.8,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],StrippedNaked/TornClothes,Unclear,"Unspecified, ",['crsv']
30928,2021-08-29,DRC,COD,Tanganyika,-5.0,28.8,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],StrippedNaked/TornClothes,"Female, Male","Adult, ",['crsv']
30930,2021-09-20,DRC,COD,North Kivu,-1.6,28.8,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],Rape,Unclear,"Unspecified, ",['crsv']
30937,2022-01-28,Mali,MLI,Mopti,14.4,-3.6,January 2022: Two INGO aid workers were kidnapped while travelling.  Both were released on 6 February 2022.,NSA,Unidentified armed actor,0.0,0.0,2.0,0.0,[],[],,,,['aid_workers']
30938,2021-08-07,DRC,COD,Ituri,2.0,30.9,,Other,Forces Armées de la République Démocratique du Congo,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30940,2021-11-21,Burkina Faso,BFA,Sahel,13.8,-0.9,November 2021: An INGO-supported health centre was burnt down.,NSA,Unidentified armed actor,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
30942,2022-01-17,Myanmar,MMR,Kayah State,19.5,97.1,"January 2022: In Hpruso’s Rakheebu Camp, three aid workers were killed in an airstrike by SAC fighter jets on a IDP camp. ",Host Government: Military,Myanmar Armed Forces,2.0,0.0,0.0,0.0,"['Protection', 'Aid Operations']",['Air-Launched: Plane'],,,,"['weapons', 'aid_workers']"
30955,2021-11-17,South Sudan,SSD,Warrap,8.3,27.9,November 2021: Two aid workers and a guard were injured when their INGO compound was raided by gunmen. ,NSA,Unidentified armed actor,0.0,3.0,0.0,0.0,[],[],,,,['aid_workers']
30958,2021-08-07,DRC,COD,North Kivu,-1.3,28.7,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30960,2021-11-25T00:00:00.000Z,Somalia,SOM,Banaadir,2.0,45.3,"November 2021: An al-Shabaab-claimed car bombing near a school killed at least eight people, and injured 17, including school children. The intended target was a UN security convoy.",NSA,Al-Shabaab,0.0,0.0,0.0,0.0,['Aid Operations'],['Directly-Emplaced'],,,,['weapons']
30963,2021-12-30T00:00:00.000Z,Pakistan,PAK,Balochistan,30.1,67.0,December 2021: Four students were killed and 16 injured in a conference organized by the student wing of the Jamiat Ulema-i-Islam when a remote-controlled IED exploded near the main gate of the college.,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Directly-Emplaced'],,,,['weapons']
30965,2021-08-02,DRC,COD,North Kivu,-1.1,29.1,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
30966,2021-08-18,DRC,COD,Tanganyika,-5.9,29.1,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30968,2021-05-27,DRC,COD,North Kivu,-0.9,29.3,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30970,2021-04-16,DRC,COD,North Kivu,-0.9,29.3,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30971,2021-12-13T00:00:00.000Z,Syria,SYR,Hama Governorate,35.2,36.5,December 2021: A school was hit by a rocket fired by Syrian forces. ,Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
30972,2021-12-19T00:00:00.000Z,Syria,SYR,Homs Governorate,34.7,36.7,December 2021: A 14-year-old boy was injured when a grenade exploded in the playground at a school.,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Directly-Emplaced'],,,,['weapons']
30973,2021-12-17T00:00:00.000Z,Yemen,YEM,Ta'izz Governorate,13.5,43.6,December 2021: A school was damaged by airstrikes. ,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
30974,2021-12-24T00:00:00.000Z,Yemen,YEM,Amanat Al Asimah,15.3,44.1,December 2021: A school was damaged when airstrikes hit an adjacent military installation.,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
30975,2021-11-28T00:00:00.000Z,Yemen,YEM,Ad Dali' Governorate,13.8,44.6,"November 2021: Ten students were injured in an air attack on a school, followed by a second strike on a nearby petrol station that injured several civilians, both carried out by the Saudi-led coalition. ",Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Drone'],,,,['weapons']
30977,2021-11-17,Syria,SYR,Deir Ezzor Governorate,35.3,40.1,November 2021: A male LNGO aid worker was beaten with rifles by SDF. ,NSA,Syrian Democratic Forces,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
30983,2021-03-15,DRC,COD,North Kivu,-1.1,29.4,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30984,2021-02-15,DRC,COD,Ituri,2.0,30.8,,NSA,Coalition of Congolese Democrats (Armed Wing),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30985,2021-02-15,DRC,COD,Ituri,1.9,30.7,,NSA,Coalition of Congolese Democrats (Armed Wing),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30986,2021-02-15,DRC,COD,Ituri,2.1,30.8,,NSA,Coalition of Congolese Democrats (Armed Wing),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30987,2021-02-09,DRC,COD,Ituri,1.0,29.9,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30989,2021-02-06,DRC,COD,Ituri,1.4,30.3,,NSA,Zaïre-FPAC,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30991,2021-01-27,DRC,COD,North Kivu,-1.4,29.3,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30992,2021-01-15,DRC,COD,Tanganyika,-7.2,29.7,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
30995,2022-03-30T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,47.0,37.5,30 March 2022: A clearly marked ICRC warehouse was attacked and damaged by Russian airstrikes and artillery.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Air-Launched: Plane'],,,,['weapons']
30999,2021-01-06,DRC,COD,North Kivu,0.6,29.4,,NSA,Allied Democratic Forces /National Army for the Liberation of Uganda,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31006,2021-12-16,CAR,CAF,Ouham-Pendé,6.7,15.8,December 2021: An UN-contracted driver was injured when their vehicle hit an IED. ,No Information,Unidentified armed actor,0.0,1.0,0.0,0.0,['Aid Operations'],['Directly-Emplaced'],,,,"['weapons', 'aid_workers']"
31017,2022-01-07T00:00:00.000Z,Ethiopia,ETH,Tigray,14.0,37.7,"January 2022: In an unnamed IDP camp, three government explosives from a drone hit a school, killing  at least 57 people and wounding 42 more. Further threats of drone attacks have forced humanitarian agencies to suspend their operations.",Other,Ethiopian National Defense Forces,0.0,0.0,0.0,0.0,"['Protection', 'Education', 'Aid Operations']",['Air-Launched: Drone'],,,,['weapons']
31018,2021-12-30,South Sudan,SSD,Jonglei,6.8,33.1,December 2021: A male South Sudanese INGO aid worker was assaulted and injured by a group of local youths.,Civilian,Youth,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
31019,2022-01-03,South Sudan,SSD,Unity,8.5,29.9,January 2022: An LNGO aid worker was shot and injured in an attempted robbery at her home.,Criminal,Unidentified armed actor,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
31027,2022-01-12,Haiti,HTI,West,18.5,-72.3,January 2022: Two INGO health workers were kidnapped and later released.  ,Criminal,Criminal,0.0,0.0,2.0,0.0,[],[],,,,['aid_workers']
31036,2021-12-28,DRC,COD,North Kivu,-1.6,29.2,,NSA,Mai Mai militia,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31037,2021-12-20T00:00:00.000Z,Yemen,YEM,Amanat Al Asimah,15.3,44.2,"In Sanaa, the Saudi-led coalition carried out air raids on Houthi targets at the Sanaa International Airport. The airport was unable to receive aircraft operated by the UN or INGOs for one week.",Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Aid Operations'],['Air-Launched: Plane'],,,,['weapons']
31038,2022-01-28,DRC,COD,North Kivu,0.2,29.3,,Other,Forces Armées de la République Démocratique du Congo,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31039,2022-01-19,DRC,COD,North Kivu,-1.6,29.1,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31109,2022-01-28T00:00:00.000Z,Ethiopia,ETH,Amhara Region,11.1,39.6,"January 2022: TPLF soldiers reportedly attacked the university with heavy artillery, destroying the buildings. ",NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31110,2022-01-11T00:00:00.000Z,Ethiopia,ETH,Tigray,13.8,39.1,"January 2022: An airstrike reportedly hit the state-owned training institute, killing three men.",Other,Ethiopian National Defense Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
31114,2022-01-04,Nigeria,NGA,Imo State,5.5,7.0,,Other,Nigerian Armed Forces,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31115,2022-01-18,Nigeria,NGA,Borno State,11.6,13.0,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31130,2022-01-24,Sudan,SDN,Khartoum State,15.5,32.5,January 2022: Nine INGO aid workers were arrested by security forces as they returned to their office from a medical facility where they had been treating civilians injured in protests and COVID-19 patients. All were released the following morning. ,Police,Sudan Police Force,0.0,0.0,0.0,9.0,[],[],,,,['aid_workers']
31150,2022-01-12,Syria,SYR,Al-Hasaka Governorate,36.5,40.9,January 2022: An Ethiopian doctor working with ICRC was stabbed and wounded. ,NSA,Unidentified armed actor,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
31163,2021-12-28,Ethiopia,ETH,Amhara Region,9.7,39.5,,NSA,"Oromo Liberation Army, Tigray People’s Liberation Front",0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31164,2021-01-01,Ethiopia,ETH,Afar Region,12.2,40.2,,NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31165,2021-01-01,Ethiopia,ETH,Afar Region,11.7,41.0,,NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31166,2022-01-02,Ethiopia,ETH,Amhara Region,9.9,39.8,,NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31167,2022-01-11,Syria,SYR,Deir Ezzor Governorate,35.0,40.4,January 2022: A LNGO male surgeon was killed in a drive-by shooting at the steps of a health facility. ,NSA,Unidentified armed actor,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
31168,2022-01-07,Ethiopia,ETH,Tigray,13.8,39.1,,NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,[],[],Rape,NotApplicable,"Adult, ",['crsv']
31170,2022-01-22,Ethiopia,ETH,Amhara Region,10.9,39.2,,NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31171,2022-01-18,Nigeria,NGA,Niger State,10.1,6.4,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31172,2021-01-31,Nigeria,NGA,Ondo State,6.3,4.8,,Other,Fulani herdsmen,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31173,2022-01-22,South Sudan,SSD,Central Equatoria,4.8,31.5,,Police,South Sudan National Police Service,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31175,2022-01-08,Sudan,SDN,North Darfur State,13.4,23.2,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31176,2022-01-25,Sudan,SDN,Central Darfur State,11.9,23.0,,Other,Herdsmen (Sudan),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31177,2022-01-25,Sudan,SDN,Khartoum State,15.6,32.4,,Other,Sudanese Armed Forces,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31178,2022-01-17,Uganda,UGA,Kabale,-1.0,29.9,,Police,Uganda National Police,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31179,2021-12-27,India,IND,No Information,22.3,78.6,,Police,India Police,0.0,0.0,0.0,0.0,[],[],SexualAssault,Female,"Adult, ",['crsv']
31187,2021-12-27,India,IND,Uttar Pradesh,28.8,78.8,,Police,India Police,0.0,0.0,0.0,0.0,[],[],SexualAssault,Female,"Adult, ",['crsv']
31189,2022-01-24,PNG,PNG,Islands Region,-2.5,150.7,,Police,Royal Papua New Guinea Constabulary,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31190,2022-01-04,Libya,LBY,Kufra,20.7,24.9,,Police,Security Forces (Libya),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31198,2022-02-18,Kenya,KEN,Nairobi,-1.2,36.8,February 2022: An aid worker was shot in his legs by three males who tried to steal his mobile phone. He later died in hospital.,Criminal,Criminal,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
31201,2022-02-18,Afghanistan,AFG,Badakhshan Province,36.7,71.3,February 2022: An aid worker was shot and wounded at his residence during a robbery attempt. ,Criminal,Criminal,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
31205,2022-01-13T00:00:00.000Z,Yemen,YEM,Sana'a Governorate,15.2,44.2,January 2022: A medical facility was damaged in airstrikes. Four civilians were injured. ,Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
31206,2022-01-16T00:00:00.000Z,Yemen,YEM,Ta'izz Governorate,13.5,44.0,January 2022: A medical facility was hit by artillery shells. ,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31214,2022-01-19T00:00:00.000Z,Yemen,YEM,Amanat Al Asimah,15.3,44.1,January 2022: A medical facility was damaged in airstrikes.,Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
31215,2022-01-19T00:00:00.000Z,Yemen,YEM,Shabwah Governorate,14.8,45.5,January 2022: A medical facility was hit by airstrikes. ,Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
31216,2022-01-19T00:00:00.000Z,Yemen,YEM,Amanat Al Asimah,15.3,44.1,January 2022: A medical facility was damaged in airstrikes by suspected Saudi-led coalition forces. ,Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
31217,2022-01-25T00:00:00.000Z,Yemen,YEM,Al Jawf Governorate,16.1,44.7,January 2022: A health office was hit by airstrikes. ,Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
31222,2022-01-25,Sudan,SDN,Khartoum State,15.6,32.3,,Other,Sudanese Armed Forces,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31257,2022-01-10T00:00:00.000Z,Afghanistan,AFG,Nangarhar Province,34.3,71.0,January 2022: Eight students were killed and four wounded in a school when a remnant of an explosive detonated. ,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Directly-Emplaced'],,,,['weapons']
31276,2022-01-16T00:00:00.000Z,Yemen,YEM,Ta'izz Governorate,13.3,43.2,January 2022: A student was killed and six others wounded when a School was shelled by Houthi forces. ,NSA,Shia al-Houthi rebels,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31286,2022-02-22T00:00:00.000Z,Mali,MLI,Kidal,20.2,1.0,February 2022: Tessalit IDP camp came under an indirect fire attack. A total of five shells were fired and landed outside the camp. No casualties or damages reported ,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,"['Protection', 'Aid Operations']",['Ground-Launched'],,,,['weapons']
31287,2022-02-22T00:00:00.000Z,Mali,MLI,Gao,17.4,0.1,February 2022: A UN logistic convoy traveling from Kidal to Gao discovered and successfully neutralized two IEDs.,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Aid Operations'],['Directly-Emplaced'],,,,['weapons']
31292,2022-02-23,CAR,CAF,Ouaka,5.7,20.6,"February 2022: An INGO base was searched by security forces. Hard drives, mobiles and satellite phones were seized and two aid workers were taken to the police station but were released a few hours later with a travel restriction in place.",Police,Internal Security Forces (Central African Republic),0.0,0.0,0.0,2.0,[],[],,,,['aid_workers']
31294,2022-02-18,South Sudan,SSD,Central Equatoria,4.8,31.5,February 2022: An aid worker was harrased by officials while visiting an expatriate at a hotel. They took him to an official facility where he was forced to hand over cash before he was released unharmed.,Police,South Sudan National Police Service,0.0,0.0,0.0,1.0,[],[],,,,['aid_workers']
31304,2021-04-10T00:00:00.000Z,Myanmar,MMR,Kayin State,18.0,97.4,April 2021: Military airstrikes destroyed a medical facility and other infrastructures. ,Other,Myanmar Armed Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
31321,2022-01-14T00:00:00.000Z,Iraq,IRQ,Baghdad Governorate,33.3,44.3,January 2022: An adult and two kids were wounded when a school was hit by a rocket. ,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31364,2022-01-14T00:00:00.000Z,Myanmar,MMR,Sagaing Region,21.8,95.9,January 2022: A school was airstrike due to the presence of the People's Defence Forces by the State Administration Council,Other,Myanmar Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
31374,2022-02-19,South Sudan,SSD,Jonglei,6.2,31.5,February 2022: Commercial trucks that were part of a UN Agency convoy were attacked by suspected armed Murle tribesmen. One of the trucks was stopped at gunpoint and the driver assaulted and robbed of his phone and cash.,NSA,Murle,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
31377,2022-02-28T00:00:00.000Z,Mali,MLI,Timbuktu,16.8,-2.5,"February 2022: Unidentified armed individuals launched an indirect fire attack on an UN Agency camp. The assailants fired four rounds of mortar rockets, which fell west of the camp, with one of the projectiles landing at approximately 25 meters from the perimeter wall. No injuries or equipment damages were reported.",NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Aid Operations'],['Ground-Launched'],,,,['weapons']
31378,2022-02-26,South Sudan,SSD,Central Equatoria,4.8,31.5,February 2022: An INGO driver was briefly held by police for having tinted vehicle windows. The driver was threatened to be imprisoned and requested to pay a fine. ,Police,South Sudan National Police Service,0.0,0.0,0.0,1.0,[],[],,,,['aid_workers']
31379,2022-02-28,South Sudan,SSD,Central Equatoria,4.2,30.2,"February 2022: Seven aid workers were kidnapped and later released unharmed by suspected National Salvation Front (NAS). They also stole medicine and staff property, and burnt two INGO vehicles.",NSA,National Salvation Front (South Sudan),0.0,0.0,7.0,0.0,[],[],,,,['aid_workers']
31395,2022-02-24T00:00:00.000Z,Ukraine,UKR,Dnipropetrovsk Oblast,48.4,35.0,24 February 2022: Newborn babies were moved by nurses into a makeshift bomb shelter as Russian missiles struck the area.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
31401,2022-02-25T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,50.0,36.1,"25 February 2022: Three blood centre employees were injured, and a blood donor was killed, when a regional blood centre was hit by shelling. Staff moved all the equipment into the basement and some blood donors had to spend the night inside.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
